ID_big_road1,ID_railroad_station_walk,build_count_1971-1995,cafe_avg_price_5000,cafe_count_3000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_sum_3000_max_price_avg,full_sq,kremlin_km,office_count_1500,price_doc,ID_big_road2,big_church_count_1000,big_church_count_5000,build_count_wood,cafe_count_1000,cafe_count_1500_price_1000,cafe_count_2000_price_2500,cafe_count_3000_price_500,cafe_count_5000_price_1000,cafe_sum_3000_min_price_avg,church_count_1500,leisure_count_5000,office_count_2000,cafe_avg_price_2000,cafe_count_3000_price_1000,cafe_count_5000_price_1500,cafe_sum_5000_max_price_avg,church_count_2000,ekder_all,max_floor,office_count_3000,office_sqm_5000,school_quota,big_church_count_3000,build_count_panel,cafe_count_2000_price_1000,cafe_count_5000,leisure_count_3000,mosque_km,office_count_5000,sub_area,trc_sqm_3000,work_all,big_market_km,bulvar_ring_km,cafe_avg_price_3000,cafe_count_2000_price_500,cafe_count_3000_price_1500,cafe_count_500,cafe_sum_2000_max_price_avg,cafe_sum_5000_min_price_avg,oil_chemistry_km,sadovoe_km,trc_sqm_2000,water_treatment_km
12,18.0,22.0,894.88,66,7,41,1169.35,51,11.55648434,4,4200000,41,1,10,0.0,8,9,2,21,45,698.39,3,2,4,892.65,19,28,1125.98,4,23595,14.0,8,490448,7746.0,4,114.0,12,134,2,9.878254067,28,Severnoe Izmajlovo,176056,49742,17.86859769,9.7598029,933.87,9,15,2,1117.65,663.78,5.986195175,9.011635357000001,89366,16.22814
13,103.0,,1100.0,4,0,2,1375.0,36,24.34442477,0,3474660,27,0,1,,0,0,0,1,6,825.0,1,0,0,825.0,1,3,1384.62,1,861,,0,117300,,0,,0,13,0,15.04558744,1,Poselenie Vnukovskoe,17000,2566,18.50914128,23.47409759,1100.0,1,1,0,1000.0,815.38,32.18770844,22.30573273,17000,17.57545
2,47.0,109.0,1093.48,20,2,6,1305.56,57,22.13600162,0,7700000,39,0,2,607.0,1,2,0,5,4,805.56,0,0,0,941.67,4,10,1347.83,0,26087,14.0,0,78808,24750.0,1,431.0,4,25,0,2.498803734,5,Juzhnoe Butovo,170704,121369,13.08942906,21.4785038,1055.56,2,7,0,1166.67,839.13,18.57704203,20.09414565,125554,4.052924
2,47.0,109.0,1125.0,21,2,5,1184.21,38,22.12360239,0,5800000,39,0,2,607.0,10,3,0,5,4,736.84,0,0,0,959.09,4,10,1386.36,1,26087,12.0,0,52550,24750.0,2,431.0,3,24,0,1.7030783669999998,2,Juzhnoe Butovo,170704,121369,11.98445741,21.45253335,960.53,2,9,2,1181.82,863.64,19.19389004,20.09585546,121566,3.594237
5,45.0,25.0,920.66,52,16,45,1510.0,31,14.00729817,3,4700000,1,0,15,0.0,13,5,3,5,63,910.0,2,0,4,1245.45,19,46,1155.69,3,19391,,16,949458,7327.0,3,108.0,10,183,0,3.6023449380000003,42,Beskudnikovskoe,612483,44449,14.23635717,12.53781987,1210.0,4,17,2,1545.45,685.63,19.05341543,11.91363563,251900,21.21501
11,75.0,10.0,1011.54,3,0,1,1333.33,78,19.6919043,0,7263300,7,0,4,0.0,0,0,0,0,6,833.33,1,0,0,750.0,1,5,1269.23,1,3150,25.0,0,0,7377.0,0,28.0,1,13,0,9.633125176,0,Nekrasovka,36600,13331,10.01671425,18.3245964,1083.33,0,2,0,1000.0,753.85,9.587535451,17.57992934,0,1.7526080000000002
5,61.0,48.0,1027.65,133,48,210,1181.45,77,6.740202178,18,14300000,30,2,23,16.0,13,8,2,47,184,710.48,6,14,26,919.57,33,139,1284.27,7,18652,10.0,67,4596544,6217.0,8,41.0,12,690,4,4.779726586000001,243,Timirjazevskoe,309185,52030,15.52128988,5.292639952,945.97,17,28,2,1141.3,771.03,13.175668599999998,4.6462643880000005,140955,17.331789999999998
2,2.0,56.0,963.85,101,13,73,1157.89,20,9.289596466,8,4000000,4,0,9,0.0,8,9,5,27,97,685.26,1,10,14,937.8,34,75,1208.63,3,17396,,24,3335394,10027.0,2,64.0,15,291,4,1.945327934,88,Nagornoe,791270,49882,9.547126647,8.679102413999999,921.58,13,24,1,1182.93,719.06,12.49592021,7.226318912000001,337770,4.209372
4,32.0,44.0,1145.57,499,103,360,1374.19,61,3.522323521,46,14470000,19,5,115,0.0,46,32,24,111,369,831.45,12,62,99,1081.89,135,391,1425.89,23,24252,8.0,194,7216020,6073.0,42,22.0,56,1513,19,2.517814422,460,Danilovskoe,1265076,54478,6.178694032,3.03705187,1102.82,46,134,3,1351.35,865.25,9.46115327,1.411791854,508050,6.73732
5,9.0,39.0,960.3,92,28,86,969.14,54,10.283852,3,9750000,14,2,18,2.0,10,5,1,32,81,569.14,3,3,9,766.67,29,69,1200.37,3,23938,19.0,34,2316713,8751.0,4,60.0,7,295,1,4.270202247,96,Koptevo,436183,59120,17.85028794,8.884740417,769.14,7,18,6,972.22,720.22,16.77004929,8.214139447,0,20.87365
11,75.0,10.0,909.38,5,0,2,1300.0,64,20.54946417,0,6528000,55,0,2,0.0,0,0,0,1,9,760.0,2,0,0,825.0,2,4,1156.25,2,3150,0.0,0,26950,7377.0,0,28.0,0,16,0,11.89150635,1,Nekrasovka,41100,13331,10.26421846,19.27253651,1030.0,1,1,0,1000.0,662.5,8.483391369,18.41892854,0,0.387777
1,27.0,188.0,936.18,49,10,21,1195.65,60,17.17697487,0,8400000,23,0,7,0.0,6,9,2,12,29,697.83,2,2,2,931.82,20,18,1177.63,3,27346,,2,57200,11178.0,3,164.0,11,86,0,8.705063567,3,Orehovo-Borisovo Juzhnoe,1212021,104635,1.546352966,16.52950057,946.74,10,9,3,1166.67,694.74,6.326181365,14.92414971,814021,5.693469
26,58.0,170.0,1038.79,14,6,15,1076.92,39,18.53765555,1,5400000,53,0,3,0.0,7,5,1,3,20,607.69,1,2,1,859.09,7,14,1301.72,1,30950,,1,166789,10053.0,1,119.0,5,64,1,7.791358092,8,Birjulevo Vostochnoe,188700,93008,8.204491511,18.02530832,842.31,3,2,2,1090.91,775.86,11.22713313,16.3898856,1700,7.755103999999998
2,47.0,102.0,971.67,17,3,11,1375.0,36,20.53483974,0,2000000,39,1,3,0.0,4,1,2,5,5,843.75,1,0,0,1306.25,3,11,1200.0,3,14282,17.0,1,81947,7653.0,1,124.0,1,33,0,3.946203658,3,Severnoe Butovo,117783,65270,12.22974184,19.89177702,1109.38,3,5,1,1625.0,743.33,16.90607686,18.48255701,81104,5.816803
38,47.0,,1554.17,4,1,1,2875.0,43,21.60973301,0,4155840,1,0,1,,1,1,0,0,2,1750.0,1,0,0,750.0,1,5,1916.67,2,2056,9.0,0,85159,,0,,1,13,0,4.398592095,1,Poselenie Sosenskoe,0,6127,4.191806054,20.87560196,2312.5,0,0,0,1000.0,1191.67,22.737368300000004,19.71352878,0,5.83476
2,39.0,,912.5,3,2,4,1500.0,63,25.73525569,0,5278127,38,0,1,,0,0,0,0,4,1000.0,1,0,0,1250.0,0,8,1125.0,2,1533,,0,0,,1,,0,18,0,2.9385936110000004,0,Poselenie Voskresenskoe,0,4568,14.35025801,25.03210973,1250.0,0,3,0,1500.0,700.0,23.59057964,23.75338812,0,1.014447
5,54.0,85.0,923.16,64,20,51,1266.67,32,13.67813925,0,2130000,8,1,13,0.0,2,7,2,14,64,761.67,4,0,3,1032.26,21,47,1158.19,5,27005,,14,1438737,5396.0,7,74.0,12,197,0,4.913398526,50,Golovinskoe,401139,63495,18.3060747,12.266857,1014.17,5,19,0,1290.32,688.14,19.65935092,11.59741347,125600,20.3599
2,2.0,56.0,1009.01,95,13,85,1146.07,62,8.626075639,10,14227211,4,0,15,0.0,5,5,4,25,113,679.78,2,12,16,925.68,32,90,1262.76,3,17396,25.0,29,3352764,10027.0,5,64.0,17,346,4,2.601875249,90,Nagornoe,629270,49882,10.09125716,8.016269985,912.92,10,24,1,1175.68,755.26,12.59283577,6.562878326,393270,4.288447
2,39.0,0.0,1091.67,4,1,2,833.33,56,28.04929978,0,4617686,39,0,1,1.0,0,0,0,2,0,533.33,0,0,0,400.0,0,3,1333.33,1,7589,22.0,4,63808,,0,0.0,0,7,0,5.290274005,4,Poselenie Shherbinka,175000,20445,20.84874052,27.37590381,683.33,1,1,0,500.0,850.0,23.77586744,26.02297611,175000,2.593195
14,28.0,46.0,682.14,14,0,7,857.14,53,37.91633581,1,2000000,49,0,1,7.0,1,1,0,7,4,507.14,1,2,2,682.14,4,3,857.14,1,10196,12.0,3,51038,2506.0,0,17.0,4,14,2,29.63735383,3,Silino,35800,22548,40.85572567,36.62857057,682.14,7,3,0,857.14,507.14,44.80437538,35.87855371,34100,4.534937
10,59.0,50.0,937.16,96,22,105,1125.0,41,7.130074651,3,6200000,4,0,37,0.0,0,4,1,25,127,663.04,1,16,10,822.22,35,97,1175.68,1,20972,5.0,43,2683367,5180.0,3,30.0,11,392,2,6.902172284,157,Sokolinaja Gora,598296,55337,10.77467059,5.440793581,894.02,8,24,0,1037.04,698.65,1.845465085,4.834636641,158955,10.70533
5,12.0,68.0,916.01,53,16,47,1420.0,32,14.37839081,3,5300000,24,1,16,0.0,12,4,3,5,70,850.0,3,0,4,1300.0,21,47,1151.69,4,16509,9.0,10,1129616,5671.0,4,85.0,7,194,0,4.293709405,46,Dmitrovskoe,492507,61600,14.24295678,12.92274169,1135.0,4,17,1,1611.11,680.34,19.66660594,12.28434994,313500,20.52898
20,79.0,40.0,1039.87,116,29,161,1288.79,55,6.652451964,12,3752800,4,1,27,0.0,23,16,15,39,168,764.66,3,21,19,1036.15,32,116,1302.03,5,17313,22.0,39,4071593,4658.0,6,18.0,22,572,4,3.903894146,226,Alekseevskoe,250045,52919,12.25315627,5.182730768,1026.72,19,19,8,1307.69,777.72,9.902282511000001,4.5019515310000005,98400,16.26979
13,103.0,,1100.0,4,0,2,1375.0,36,24.34442477,0,3367065,27,0,1,,0,0,0,1,6,825.0,1,0,0,825.0,1,3,1384.62,1,861,,0,117300,,0,,0,13,0,15.04558744,1,Poselenie Vnukovskoe,17000,2566,18.50914128,23.47409759,1100.0,1,1,0,1000.0,815.38,32.18770844,22.30573273,17000,17.57545
2,2.0,64.0,977.66,127,13,75,1157.02,50,9.779998192999999,4,5955840,16,1,10,0.0,13,10,5,34,98,683.47,4,12,7,880.0,44,84,1223.37,8,29848,,31,2734968,6442.0,3,124.0,17,304,4,2.015353222,77,Zjuzino,767270,78835,7.95550809,9.126838406000001,920.25,14,30,2,1111.11,731.96,13.48465558,7.74098795,213800,5.211015
2,39.0,,912.5,3,2,4,1500.0,45,25.59597356,0,3929727,38,0,1,,0,0,0,0,4,1000.0,1,0,0,1250.0,0,8,1125.0,2,1533,,0,0,,1,,0,18,0,2.797454739,0,Poselenie Voskresenskoe,0,4568,14.70375644,24.89313031,1250.0,0,3,0,1500.0,700.0,23.46344657,23.61361442,0,0.970986
14,28.0,131.0,682.14,8,0,7,937.5,44,37.1740001,1,5450000,49,0,1,146.0,4,1,0,3,4,550.0,1,2,1,640.0,3,3,857.14,2,14911,5.0,2,51038,10529.0,0,111.0,1,14,1,29.46392011,3,Krjukovo,17700,58114,42.62873193,35.92587499,743.75,3,2,0,800.0,507.14,44.37815452,35.14798869,17700,4.963445
2,73.0,188.0,894.0,31,5,27,1120.69,89,16.78022373,2,15276375,40,0,7,2.0,4,2,1,11,22,682.76,1,0,3,826.92,6,18,1120.0,3,32522,0.0,5,579851,8810.0,2,164.0,4,80,0,5.6498542270000005,11,Chertanovo Juzhnoe,907265,93309,12.25853682,16.14904661,901.72,5,9,1,1038.46,668.0,14.39679302,14.72231208,535265,8.117599
16,33.0,18.0,997.46,120,15,67,1219.3,45,11.36605073,6,8200000,22,0,4,0.0,10,13,9,32,97,728.95,1,6,9,940.91,37,75,1250.0,3,12456,5.0,16,1376154,4385.0,2,124.0,22,291,2,2.569347693,49,Prospekt Vernadskogo,315295,41554,7.401856972999999,10.56341076,974.12,19,30,1,1181.82,744.93,19.15107587,9.406008339,290295,11.93214
37,4.0,130.0,1159.79,45,8,15,1488.37,61,16.9334225,2,9650000,17,0,5,51.0,5,4,4,6,35,890.7,2,1,8,1343.18,17,29,1448.45,2,29529,,8,499392,17063.0,4,201.0,10,105,0,13.07464025,14,Mitino,874180,120381,25.16075919,15.74996267,1189.53,2,11,2,1681.82,871.13,25.08763401,14.90429717,82264,17.53538
1,27.0,188.0,929.22,51,9,22,1218.75,37,17.34296856,0,5500000,23,0,7,0.0,5,1,1,12,29,720.83,2,2,0,819.23,19,18,1168.83,3,27346,,2,57200,11178.0,3,164.0,12,86,0,9.089832816,3,Orehovo-Borisovo Juzhnoe,1246121,104635,2.010822473,16.67390985,969.79,7,12,0,1038.46,689.61,5.991279701,15.09232147,759267,5.910335
38,108.0,1.0,1714.29,6,0,0,2333.33,41,35.20229108,0,5100000,46,0,0,1.0,0,0,2,0,2,1416.67,1,0,0,1500.0,1,1,2142.86,2,9501,17.0,0,0,,0,0.0,1,7,0,15.9137862,0,Troickij okrug,0,24009,19.17614424,34.44998434,1875.0,0,1,0,1875.0,1285.71,36.67516478,33.31983707,0,14.31936
14,85.0,59.0,959.41,147,34,98,1087.12,34,9.605604683,16,2000000,28,0,14,0.0,21,13,3,54,99,649.24,1,3,28,807.89,36,71,1201.32,6,18425,,48,2437645,5838.0,6,46.0,23,337,1,6.387771461,102,Vojkovskoe,679108,38266,20.42579014,8.301358556,868.18,31,29,2,1013.16,717.49,17.052156600000004,7.558360466,493091,20.0116
13,24.0,,1005.26,9,1,4,1222.22,63,22.2224338,0,6601065,27,0,2,,2,1,1,1,8,700.0,1,1,0,983.33,5,5,1263.16,3,861,17.0,0,117300,,1,,3,20,0,13.02428958,1,Poselenie Vnukovskoe,22000,2566,16.02481569,21.35256386,961.11,1,2,1,1250.0,747.37,30.35159408,20.1839798,17000,17.04954
38,24.0,,1485.71,2,0,1,1250.0,34,29.13376481,0,3024938,13,0,0,,1,0,0,0,2,750.0,1,0,0,1250.0,1,1,1857.14,2,2989,,0,0,,0,,0,7,0,10.19945593,0,Poselenie Desjonovskoe,0,8910,11.91044189,28.38510423,1000.0,0,1,1,1500.0,1114.29,30.67195175,27.2713964,0,9.211348
14,28.0,131.0,720.0,6,0,7,916.67,71,38.55448607,1,8800000,46,0,0,146.0,0,0,0,3,4,566.67,1,1,1,700.0,1,4,900.0,1,14911,14.0,1,51038,10529.0,0,111.0,1,15,1,30.9783024,3,Krjukovo,17700,58114,45.35680857,37.31391637,741.67,2,2,0,875.0,540.0,45.83922088,36.53023614,15600,6.49953
1,16.0,176.0,869.66,65,12,26,1017.54,55,13.02403196,2,9090000,48,2,10,0.0,32,13,3,20,35,596.49,2,2,3,804.44,21,22,1095.51,4,45487,,4,288023,21892.0,5,328.0,14,101,1,8.272501372,8,Mar'ino,543730,161290,3.968995584,12.21318636,807.02,18,13,17,1011.11,643.82,3.925460064,10.82641075,445288,2.976286
13,24.0,0.0,907.69,1,1,2,1000.0,64,23.37369741,1,5673344,27,0,1,1.0,1,1,0,0,7,500.0,2,0,1,750.0,1,3,1153.85,3,4695,,1,117300,,0,0.0,1,14,0,13.18857102,1,Poselenie Moskovskij,117300,13996,13.44896211,22.54890872,750.0,0,0,0,1000.0,661.54,29.54613155,21.3805548,117300,13.99758
2,47.0,102.0,1015.15,21,2,10,1368.42,37,20.4252449,0,6250000,1,0,3,0.0,4,1,2,5,7,842.11,2,0,0,993.75,4,12,1257.58,2,14282,17.0,1,81947,7653.0,1,124.0,2,35,0,3.1649838439999995,3,Severnoe Butovo,190783,65270,10.33736208,19.76154103,1105.26,3,7,0,1250.0,772.73,17.73122981,18.38976513,95104,5.323799
38,47.0,,1040.54,2,3,10,1750.0,88,20.66681407,0,6688000,1,0,2,,0,0,0,0,11,1000.0,1,0,0,750.0,1,11,1297.3,2,2056,,0,85159,,0,,1,40,0,3.513159668,1,Poselenie Sosenskoe,0,6127,5.547796439,19.94519288,1375.0,0,0,0,1000.0,783.78,21.07844931,18.72886214,0,5.523638
10,56.0,185.0,884.84,39,5,38,1052.63,61,12.75390305,0,6900000,25,0,8,0.0,0,2,1,13,47,615.79,2,7,2,905.0,15,27,1114.75,4,32331,9.0,2,406174,9439.0,3,143.0,5,127,0,7.350062986,13,Ivanovskoe,398440,77612,16.19920356,11.04039306,834.21,2,8,0,1150.0,654.92,4.642534705,10.3721013,175000,12.23119
14,28.0,131.0,720.0,6,0,7,916.67,51,38.25957548,1,5900000,46,0,0,146.0,3,1,0,3,4,566.67,2,2,1,810.0,1,4,900.0,2,14911,17.0,2,51038,10529.0,0,111.0,1,15,1,30.48059023,3,Krjukovo,17700,58114,44.7233457,37.00862327,741.67,2,2,0,1000.0,540.0,45.43542455,36.23329716,17700,5.781187999999998
5,45.0,25.0,908.72,52,16,47,1428.57,78,14.33419684,3,11500000,1,0,15,0.0,13,5,3,4,67,851.02,3,0,4,1296.55,22,45,1142.44,3,19391,16.0,12,1111758,7327.0,4,108.0,7,188,0,4.0248971760000005,42,Beskudnikovskoe,505507,44449,13.89402255,12.87005467,1139.8,4,16,1,1603.45,675.0,19.46469659,12.23987384,313500,20.79224
5,1.0,246.0,932.77,86,14,54,1128.21,56,12.93470373,5,7880000,1,0,13,0.0,19,12,2,20,59,660.26,2,0,7,864.44,33,45,1169.49,6,41985,9.0,18,882701,12721.0,5,222.0,23,191,0,1.6572660680000002,42,Otradnoe,498130,112133,8.863306823,11.44843727,894.23,11,19,2,1100.0,696.05,16.513982939999998,10.87737671,306173,23.15127
38,47.0,,1666.67,4,0,0,2250.0,40,30.52891429,0,4102184,13,0,0,,0,0,0,0,2,1375.0,1,0,0,1000.0,1,1,2083.33,1,2989,9.0,0,0,,0,,1,6,0,11.07592079,0,Poselenie Desjonovskoe,0,8910,15.63832365,29.78081413,1812.5,0,1,0,1250.0,1250.0,31.73604137,28.67051467,0,9.78893
38,47.0,,1675.0,5,0,1,2400.0,36,24.02320159,0,3438000,1,0,1,,0,0,1,1,1,1460.0,1,0,0,2625.0,1,3,2062.5,2,2056,,0,0,,0,,0,8,0,4.479633323,0,Poselenie Sosenskoe,0,6127,7.621251328,23.28935369,1930.0,0,0,0,3250.0,1287.5,24.51528045,22.1245776,0,4.768795
1,8.0,206.0,962.6,54,10,35,1029.41,37,16.01610628,4,6400000,36,0,9,0.0,7,5,2,20,43,607.84,4,0,5,761.43,17,36,1204.72,4,36211,16.0,14,718096,11065.0,3,184.0,10,137,0,4.64780962,22,Bibirevo,1543234,98207,8.506587977,14.52704745,818.63,16,11,7,957.14,720.47,19.35530286,13.95411094,336671,22.45537
1,25.0,73.0,881.21,78,20,52,1021.43,79,13.18843024,3,13500000,15,1,14,1.0,7,5,1,25,49,600.0,1,3,5,871.74,25,33,1107.38,6,18775,14.0,11,664743,6476.0,6,122.0,7,169,0,3.710692028,31,Juzhnoe Medvedkovo,462148,52793,5.559186111,11.75762603,810.71,7,16,5,1086.96,655.03,15.10440796,11.07463907,99282,22.801070000000006
38,24.0,,1625.0,0,1,0,,37,28.73814133,0,3142073,13,0,0,,0,0,0,0,0,,0,0,0,,0,1,2000.0,1,548,16.0,0,0,,0,,0,3,0,13.17602722,0,Poselenie Filimonkovskoe,0,1633,16.7570728,27.95587215,,0,0,0,,1250.0,32.565914,26.80908599,0,12.81737
1,4.0,130.0,1187.12,37,5,9,1243.24,37,18.7528432,2,5898968,17,1,5,51.0,13,10,3,7,25,732.43,1,1,4,983.33,15,18,1484.85,2,29529,,4,414166,17063.0,4,201.0,12,71,0,14.36659569,10,Mitino,315256,120381,26.8151501,17.56646253,987.84,5,10,7,1233.33,889.39,26.84732323,16.72417404,137756,15.89356
23,29.0,188.0,916.67,54,10,20,1275.51,57,16.62743002,0,8900000,52,0,6,0.0,5,9,3,11,35,751.02,1,2,2,979.03,20,15,1160.26,3,27346,9.0,2,212842,11178.0,2,164.0,10,88,2,7.016820481,4,Orehovo-Borisovo Juzhnoe,1387621,104635,2.133672444,16.09847003,1013.27,9,11,2,1225.81,673.08,8.194202478,14.38136815,326254,5.2138160000000005
38,47.0,,1000.0,5,1,10,2600.0,43,20.52526418,0,4155840,1,0,2,,0,0,0,0,6,1600.0,2,0,0,750.0,1,4,1250.0,2,2056,3.0,1,91159,,0,,1,25,0,5.192451199,2,Poselenie Sosenskoe,0,6127,3.022523793,19.78759365,2100.0,0,1,0,1000.0,750.0,22.29924026,18.64573497,0,6.883806
12,18.0,129.0,894.32,53,6,28,1122.45,37,12.44118716,1,1000000,41,0,9,0.0,14,7,1,15,32,663.27,2,2,3,882.0,18,20,1125.0,4,41919,,10,376112,11081.0,4,207.0,8,94,1,9.310496701,17,Gol'janovo,162176,98260,17.04706945,10.64448261,892.86,7,12,2,1100.0,663.64,6.639611505,9.896421434,67467,16.298920000000006
2,2.0,56.0,913.77,85,11,61,1100.0,44,11.20294737,5,8100000,4,0,7,0.0,16,11,5,27,73,645.0,2,9,9,864.29,29,53,1147.34,5,17396,,17,2307717,10027.0,2,64.0,17,218,3,0.011174006,52,Nagornoe,699400,49882,8.696080245,10.60335627,872.5,19,16,3,1091.84,680.19,12.09452698,9.13700036,193000,3.948344
12,18.0,129.0,889.51,53,6,27,1122.45,65,12.81569479,0,9500000,41,0,6,0.0,11,7,0,15,28,663.27,2,2,3,857.14,18,19,1117.28,3,41919,12.0,9,328276,11081.0,3,207.0,8,87,1,9.026898265,13,Gol'janovo,469476,98260,15.44740107,11.01901175,892.86,5,12,2,1071.43,661.73,6.904669554,10.27084431,67467,16.24709
2,2.0,56.0,912.21,74,11,62,1071.43,45,10.98527738,6,6200000,4,0,7,0.0,12,10,5,24,76,624.29,2,9,10,850.0,27,55,1145.54,5,17396,5.0,20,2307787,10027.0,2,64.0,16,224,3,0.287896715,54,Nagornoe,546370,49882,9.320199816,10.39339983,847.86,19,13,6,1076.09,678.87,11.9115359,8.916666987000001,329000,3.72634
1,27.0,135.0,920.53,50,10,28,1228.26,47,16.31565956,2,7200000,23,0,6,5.0,24,11,3,12,35,719.57,1,2,2,913.75,19,22,1157.89,4,35267,12.0,2,212200,6587.0,4,128.0,15,105,1,7.769010362,4,Orehovo-Borisovo Severnoe,1212021,83861,1.021073692,15.69151949,973.91,12,9,10,1150.0,683.16,6.475404984,14.06118013,393021,4.800994
2,29.0,75.0,901.38,36,10,48,1258.06,47,13.22618152,0,6700000,23,0,8,0.0,4,4,2,6,51,735.48,2,9,1,980.0,14,30,1134.48,4,29059,12.0,5,628885,5631.0,2,154.0,6,155,1,4.151392683,21,Caricyno,95811,84387,6.516575661,12.74351953,996.77,3,7,1,1233.33,668.28,8.328790054,10.99227577,15035,2.217723
1,16.0,176.0,874.14,59,10,27,1047.17,58,13.69131081,1,8300000,48,0,10,0.0,11,6,3,18,31,620.75,0,3,2,812.5,18,23,1097.7,2,45487,,4,78523,21892.0,7,328.0,14,97,0,9.602377341,5,Mar'ino,897708,161290,3.018910352,12.81940627,833.96,15,14,6,1025.0,650.57,2.702489988,11.54526862,420000,4.227493
22,34.0,131.0,1210.94,13,5,5,1050.0,105,17.35216619,1,17500000,1,0,3,352.0,5,2,0,2,11,610.0,0,1,1,880.0,5,8,1515.63,0,22276,25.0,3,316709,9700.0,0,157.0,2,37,1,8.247798879,9,Solncevo,299350,75334,10.98252408,16.49403682,830.0,1,3,2,1100.0,906.25,25.4763859,15.32251149,115350,16.16793
20,78.0,30.0,917.07,87,18,70,1128.05,44,10.51446841,5,7531000,15,0,14,0.0,6,3,3,28,69,669.51,3,4,7,792.86,26,41,1153.85,6,12320,9.0,14,929992,3741.0,6,60.0,8,226,3,2.867604817,53,Sviblovo,945536,40289,7.475367789,9.080097769,898.78,13,19,0,1000.0,680.29,13.15010373,8.405743617,739491,20.27119
22,34.0,131.0,1196.15,15,5,4,1041.67,44,17.47537216,1,5150000,1,0,3,352.0,4,1,0,3,10,616.67,0,1,1,800.0,5,6,1500.0,0,22276,4.0,2,305709,9700.0,1,157.0,2,31,1,8.746504142000001,7,Solncevo,120350,75334,11.11728726,16.60492025,829.17,2,4,0,1000.0,892.31,25.75057942,15.43647224,115350,16.93048
20,43.0,23.0,944.02,97,16,72,1308.51,43,8.808759165,5,7500000,15,1,16,0.0,19,10,10,29,61,773.4,4,4,10,1019.3,28,44,1184.21,5,9591,5.0,19,1393969,2260.0,4,14.0,17,225,3,4.4078130999999985,66,Rostokino,769699,22837,10.67238537,7.344241707,1040.96,19,15,2,1280.7,703.83,11.22102656,6.6627743210000006,505000,18.31963
38,47.0,,1208.0,2,2,3,1750.0,89,20.91359729,0,7324020,1,0,2,,1,1,0,0,8,1000.0,2,0,0,750.0,1,10,1500.0,2,2056,17.0,0,85159,,0,,1,27,0,4.0369867,1,Poselenie Sosenskoe,0,6127,4.52857615,20.18461202,1375.0,0,0,0,1000.0,916.0,21.80118192,18.99833361,0,5.8187120000000006
38,42.0,,1052.38,1,0,9,1500.0,64,20.19708984,1,5367120,43,0,2,,0,0,0,0,4,1000.0,0,0,1,,0,4,1309.52,1,2056,1.0,1,216052,,0,,0,21,0,7.283235117,5,Poselenie Sosenskoe,0,6127,3.371199758,19.44859328,1250.0,0,1,0,,795.24,23.51786003,18.33758431,0,8.813134
15,25.0,87.0,887.79,58,14,29,1072.92,88,13.22977419,2,14122380,20,1,11,0.0,7,4,2,16,29,631.25,2,3,4,780.77,17,19,1116.28,3,22743,,10,366279,6839.0,9,93.0,7,100,1,3.718670464,20,Losinoostrovskoe,612660,49063,5.371236907999999,11.6694886,852.08,12,11,4,980.77,659.3,13.54663686,11.01999162,77078,22.07057
8,12.0,58.0,959.02,50,9,32,1147.73,52,15.86904434,1,3742240,1,1,10,11.0,0,4,0,12,50,684.09,1,0,1,933.33,16,38,1203.01,2,15676,16.0,3,807758,5782.0,6,105.0,4,142,0,6.862579024,26,Zapadnoe Degunino,283539,51138,15.77373912,14.46995561,915.91,1,13,0,1166.67,715.04,21.90448597,13.7989831,156099,18.12757
2,39.0,,912.5,3,2,4,1500.0,63,25.73525569,0,5844040,38,0,1,,0,0,0,0,4,1000.0,1,0,0,1250.0,0,8,1125.0,2,1533,,0,0,,1,,0,18,0,2.9385936110000004,0,Poselenie Voskresenskoe,0,4568,14.35025801,25.03210973,1250.0,0,3,0,1500.0,700.0,23.59057964,23.75338812,0,1.014447
4,65.0,44.0,1078.87,111,42,125,1259.43,37,5.908823841,11,8400000,19,0,52,0.0,17,11,4,29,156,751.89,3,22,19,951.19,35,136,1347.22,3,24252,9.0,68,5119850,6073.0,13,22.0,13,546,1,4.578014434,231,Danilovskoe,1329332,54478,3.965720692,5.297352649,1005.66,13,27,2,1190.48,810.52,8.351292242000001,3.657428545,912000,3.972221
38,24.0,,1485.71,2,0,1,1250.0,56,29.13376481,0,4668188,13,0,0,,1,0,0,0,2,750.0,1,0,0,1250.0,1,1,1857.14,2,2989,12.0,0,0,,0,,0,7,0,10.19945593,0,Poselenie Desjonovskoe,0,8910,11.91044189,28.38510423,1000.0,0,1,1,1500.0,1114.29,30.67195175,27.2713964,0,9.211348
4,71.0,47.0,1178.42,152,74,237,1467.63,146,6.3642206560000005,15,44876536,28,0,23,2.0,17,9,8,38,228,887.77,1,21,29,1168.1,39,210,1466.89,3,13153,12.0,63,7764457,6684.0,7,59.0,16,950,3,6.21441214,286,Horoshevskoe,1042277,34328,20.82534741,5.196151051,1177.7,15,31,3,1456.9,889.95,14.90852352,4.334759903999998,999256,16.23861
11,75.0,10.0,947.22,4,0,2,1125.0,72,19.71690301,0,6064634,7,0,4,0.0,0,0,0,1,9,700.0,1,0,0,,1,6,1194.44,2,3150,,0,0,7377.0,0,28.0,0,18,0,10.19202606,0,Nekrasovka,41100,13331,10.00831627,18.37353059,912.5,0,2,0,,700.0,9.143642804,17.5974581,36600,1.398312
